Generations,Fitness,Evaluations
2,81.53809736972534,9332
2,90.96981150760622,9332
2,54.49140743593384,9332
2,43.09120643464131,9332
2,67.73610748585615,9332
2,58.7754154533675,9332
2,57.82673487860593,9332
2,68.25002844476329,9332
2,66.10632926220192,9332
2,56.86879539784948,9332
2,106.49914077161569,9332
2,70.11934109165036,9332
2,77.63172831088603,9332
2,72.7014337505652,9332
2,71.2517314144962,9332
2,59.48824122647264,9332
2,49.790709906067406,9332
2,77.73193952158593,9332
2,68.87274451244771,9332
2,84.45438536231373,9332
2,61.38123908954478,9332
2,84.45627857655572,9332
2,63.99923692186464,9332
2,78.32383886079295,9332
2,63.29114553639749,9332
2,77.1236617710387,9332
2,66.94772401958616,9332
2,37.77165028005366,9332
2,64.37195828578194,9332
2,66.74058975555863,9332
2,83.7766080884671,9332
2,74.92697686579109,9332
2,64.16507148343482,9332
2,57.75210941200653,9332
2,78.35708256374843,9332
3,59.051035132493894,9411
3,41.934213892569474,9411
3,62.83152500469887,9411
3,65.36966647741646,9411
3,56.31965082258692,9411
3,58.13084153677639,9411
3,34.57192020661803,9411
3,63.094068254174175,9411
3,62.73241692471416,9411
3,40.28833773878102,9411
3,60.33234115952772,9411
3,43.974812485958765,9411
3,54.49140743593384,9411
3,54.49140743593384,9411
3,57.75210941200653,9411
3,71.2517314144962,9411
3,48.22848016146477,9411
3,59.1814097478947,9411
3,41.934558467240876,9411
3,44.9974159371225,9411
3,44.67966950911325,9411
3,46.95300242511655,9411
3,56.3992243297059,9411
3,74.02854677814099,9411
3,82.10224819027886,9411
3,63.489384931999524,9411
3,71.9481738410385,9411
3,32.55885869554804,9411
3,35.087633889264836,9411
3,77.61099325657992,9411
3,56.51631730792597,9411
3,29.45613110546448,9411
3,62.417302673101844,9411
3,76.5214454042251,9411
3,65.36966647741646,9411
3,62.39695876502071,9411
3,64.16507148343482,9411
3,63.29114553639749,9411
3,61.167712379214535,9411
3,51.73350387565975,9411
3,58.72152804805684,9411
3,49.790709906067406,9411
3,64.53584029818091,9411
3,57.68835640206883,9411
3,37.14126449829597,9411
3,63.99923692186464,9411
3,65.18951956294123,9411
3,53.67689307630823,9411
3,63.29114553639749,9411
3,72.14683405918933,9411
3,33.730233970859445,9411
3,70.15162028299514,9411
3,68.83220729195361,9411
3,39.688095374969436,9411
3,65.76238179564426,9411
3,62.533860614071,9411
3,75.00768169442641,9411
3,65.56946401776545,9411
3,78.8707055692062,9411
3,43.97071323582418,9411
3,44.972275760108246,9411
3,60.25451215010122,9411
3,51.90009469424809,9411
3,68.2238391492485,9411
3,58.399476387785484,9411
3,55.42369401515923,9411
3,49.07634839635726,9411
3,83.89268161552828,9411
3,59.92954822885386,9411
3,62.39695876502071,9411
3,42.00272426893778,9411
3,58.9672879889896,9411
3,66.34304076928831,9411
3,65.57946538595459,9411
3,55.66558614592441,9411
3,54.4212927353407,9411
3,56.673455738089444,9411
3,45.31227619531387,9411
3,66.10632926220192,9411
3,37.77165028005366,9411
3,52.334769469258575,9411
3,37.77165028005366,9411
3,53.32247817082802,9411
3,38.66721989072393,9411
3,80.9653070952062,9411
3,36.7163505456542,9411
3,56.395117781174804,9411
3,71.13971459645403,9411
3,19.644394578782915,9411
3,81.32561767914444,9411
3,46.99023517838677,9411
3,36.212400839139576,9411
3,37.14126449829597,9411
3,37.14126449829597,9411
3,59.03227452528641,9411
3,67.33735287108753,9411
3,49.443289945189086,9411
3,74.66615344139957,9411
3,65.93298286868516,9411
3,42.74199551077699,9411
4,46.99023517838677,9503
4,19.644394578782915,9503
4,74.78022349443322,9503
4,33.70657737468879,9503
4,40.66416088583746,9503
4,60.64217509589329,9503
4,37.14126449829597,9503
4,34.57192020661803,9503
4,48.482983935798316,9503
4,20.237759039341874,9503
4,35.084231019237265,9503
4,56.88929152935421,9503
4,37.436116557523476,9503
4,38.37236783149642,9503
4,53.39800701593417,9503
4,45.011616407092106,9503
4,47.78880372968457,9503
4,59.11826326452723,9503
4,57.46199915767132,9503
4,45.22377318152,9503
4,42.965292849161855,9503
4,41.01420323687594,9503
4,56.395117781174804,9503
4,62.533860614071,9503
4,41.934558467240876,9503
4,34.57192020661803,9503
4,43.158514146457435,9503
4,45.91666185701658,9503
4,45.65663648625848,9503
4,33.418841904606964,9503
4,20.63959169503957,9503
4,36.776453163797015,9503
4,45.22748808534715,9503
4,51.57716696135984,9503
4,40.52272334840602,9503
4,50.56551416613799,9503
4,42.03594966685348,9503
4,55.62639160336579,9503
4,54.038625285526095,9503
4,31.81673014964429,9503
4,57.75210941200653,9503
4,56.51631730792597,9503
4,36.212400839139576,9503
4,37.14126449829597,9503
4,54.033516307742985,9503
4,39.86930265544289,9503
4,37.77165028005366,9503
4,56.51631730792597,9503
4,51.95313126726326,9503
4,39.468467983365926,9503
4,58.03191253859086,9503
4,61.26664137740006,9503
4,62.83152500469887,9503
4,42.74199551077699,9503
4,46.99023517838677,9503
4,46.95300242511655,9503
4,71.12858802427358,9503
4,54.608241234599426,9503
4,39.90010018727854,9503
4,57.58449246700701,9503
4,34.8830168465626,9503
4,19.849011621485154,9503
4,53.282372909506954,9503
4,43.61513772186363,9503
4,69.21959207170937,9503
4,55.594669366413186,9503
4,43.645994342098376,9503
4,56.15768928914932,9503
4,61.663222723179885,9503
4,51.99159660717587,9503
4,57.576019866814434,9503
4,35.61932442839847,9503
4,33.372770633856604,9503
4,67.93356534787418,9503
4,45.59027070097727,9503
4,34.80963938360145,9503
4,40.988187109084635,9503
4,66.48763767505812,9503
4,27.87721026181869,9503
4,25.49741828782367,9503
4,60.82170564037705,9503
4,46.36195172456112,9503
4,51.377526302864496,9503
4,45.427128743842495,9503
4,50.37007681173951,9503
4,31.320742832167713,9503
4,67.12070962741421,9503
4,29.006483108465943,9503
4,26.541609047386558,9503
4,43.158514146457435,9503
4,37.724751732014504,9503
4,77.00686796693248,9503
4,37.27637595377247,9503
4,65.72013170710574,9503
4,35.69503317255047,9503
4,35.08928787320714,9503
4,36.87520443485098,9503
4,40.12948384958426,9503
4,37.14126449829597,9503
4,35.20230598837573,9503
5,34.57192020661803,9595
5,45.22377318152,9595
5,20.63959169503957,9595
5,25.49741828782367,9595
5,36.776453163797015,9595
5,35.61932442839847,9595
5,41.02585481608964,9595
5,41.16668635067286,9595
5,23.960181633030878,9595
5,31.479883394686727,9595
5,19.644394578782915,9595
5,26.541609047386558,9595
5,35.61932442839847,9595
5,26.541609047386558,9595
5,39.6479046411857,9595
5,33.65643436447549,9595
5,42.6877472905289,9595
5,44.39473898417191,9595
5,35.08928787320714,9595
5,25.49741828782367,9595
5,24.077250752311137,9595
5,55.952333284551656,9595
5,40.14854009920146,9595
5,37.09531879428532,9595
5,29.273260149759142,9595
5,30.44505412716889,9595
5,19.849011621485154,9595
5,29.397994254516153,9595
5,35.084231019237265,9595
5,34.57192020661803,9595
5,37.77165028005366,9595
5,43.158514146457435,9595
5,20.63959169503957,9595
5,34.80963938360145,9595
5,35.084231019237265,9595
5,34.57192020661803,9595
5,37.14126449829597,9595
5,40.488327141495375,9595
5,32.71439459859505,9595
5,48.177119077041056,9595
5,36.27712568838824,9595
5,25.026626892488792,9595
5,43.158514146457435,9595
5,37.27637595377247,9595
5,35.084231019237265,9595
5,34.57192020661803,9595
5,29.48991420904529,9595
5,41.960312472706676,9595
5,41.01420323687594,9595
5,37.14126449829597,9595
5,34.897964937104604,9595
5,23.466378489949467,9595
5,21.60108788511308,9595
5,31.74988406835863,9595
5,34.57192020661803,9595
5,19.849011621485154,9595
5,37.14126449829597,9595
5,26.541609047386558,9595
5,38.37236783149642,9595
5,37.77165028005366,9595
5,18.324833492363364,9595
5,30.3260441948855,9595
5,35.08928787320714,9595
5,36.776453163797015,9595
5,34.57192020661803,9595
5,33.372770633856604,9595
5,36.61015055135809,9595
5,42.12007480997754,9595
5,38.37236783149642,9595
5,37.14126449829597,9595
5,42.55735461538545,9595
5,26.48081171761997,9595
5,27.171994829144268,9595
5,34.98893864664076,9595
5,26.541609047386558,9595
5,19.644394578782915,9595
5,25.323510478802085,9595
5,31.4621485982768,9595
5,26.33699200468432,9595
5,19.849011621485154,9595
5,33.70657737468879,9595
5,19.849011621485154,9595
5,37.45354012566108,9595
5,24.8847673024759,9595
5,43.158514146457435,9595
5,37.77165028005366,9595
5,26.967570252568542,9595
5,41.72436433192672,9595
5,34.115304626224685,9595
5,34.46225408801536,9595
5,36.34985764073582,9595
5,18.308793364350787,9595
5,37.14126449829597,9595
5,20.237759039341874,9595
5,20.63959169503957,9595
5,20.237759039341874,9595
5,27.98668078943037,9595
5,39.70633913066351,9595
5,51.95313126726326,9595
5,39.468467983365926,9595
6,25.636953101515928,9683
6,18.324833492363364,9683
6,27.91449931451493,9683
6,27.221224661931544,9683
6,35.8149569737235,9683
6,22.19445234567204,9683
6,19.849011621485154,9683
6,19.644394578782915,9683
6,19.644394578782915,9683
6,21.60108788511308,9683
6,29.709541600648798,9683
6,26.32198165578305,9683
6,19.849011621485154,9683
6,19.849011621485154,9683
6,35.69503317255047,9683
6,24.961880501060772,9683
6,25.49741828782367,9683
6,18.324833492363364,9683
6,19.644394578782915,9683
6,21.23295615559853,9683
6,24.31950136858756,9683
6,32.82258397439561,9683
6,25.843230334341335,9683
6,19.421155597489335,9683
6,20.237759039341874,9683
6,18.308793364350787,9683
6,25.49741828782367,9683
6,25.49741828782367,9683
6,24.80538735673658,9683
6,28.70379194321852,9683
6,27.021596416945464,9683
6,25.017430918264765,9683
6,19.849011621485154,9683
6,18.308793364350787,9683
6,24.96975561670832,9683
6,23.523249765729933,9683
6,21.397686286086792,9683
6,26.639746099255227,9683
6,19.644394578782915,9683
6,20.63959169503957,9683
6,37.14126449829597,9683
6,35.08928787320714,9683
6,21.80570492781532,9683
6,22.928073996145734,9683
6,19.303990480607446,9683
6,26.176797712887605,9683
6,26.48081171761997,9683
6,27.447306075129283,9683
6,22.928073996145734,9683
6,20.28152679869353,9683
6,26.967570252568542,9683
6,24.077250752311137,9683
6,25.678333451532858,9683
6,29.06864310705689,9683
6,18.308793364350787,9683
6,19.849011621485154,9683
6,26.541609047386558,9683
6,18.308793364350787,9683
6,25.026626892488792,9683
6,29.397994254516153,9683
6,18.324833492363364,9683
6,20.63959169503957,9683
6,21.60108788511308,9683
6,20.63959169503957,9683
6,22.450449067656272,9683
6,27.983499674861736,9683
6,28.892804306598865,9683
6,25.528127521504324,9683
6,35.1845711919658,9683
6,20.56950067541332,9683
6,21.4662250092615,9683
6,34.94450225945303,9683
6,34.360619752617154,9683
6,17.61761025282649,9683
6,31.4621485982768,9683
6,29.273260149759142,9683
6,18.324833492363364,9683
6,19.849011621485154,9683
6,32.925970087198706,9683
6,30.891854673826796,9683
6,28.660609164411376,9683
6,35.1845711919658,9683
6,18.308793364350787,9683
6,30.3260441948855,9683
6,26.541609047386558,9683
6,19.849011621485154,9683
6,32.15861131989452,9683
6,20.265486670680954,9683
6,25.14767167834404,9683
6,29.06864310705689,9683
6,28.295797829912424,9683
6,25.920516955488523,9683
6,28.867488772597802,9683
6,27.058976713975667,9683
6,24.296878143914647,9683
6,20.41996430343606,9683
6,24.154280328303027,9683
6,35.78068800791115,9683
6,26.739719651797245,9683
6,30.8594422492737,9683
7,19.849011621485154,9777
7,18.308793364350787,9777
7,19.644394578782915,9777
7,19.320030608620023,9777
7,20.865519090726842,9777
7,23.8582619129895,9777
7,18.324833492363364,9777
7,19.849011621485154,9777
7,17.61761025282649,9777
7,19.849011621485154,9777
7,27.512398927319737,9777
7,17.27966732980722,9777
7,17.61761025282649,9777
7,17.61761025282649,9777
7,21.425249084655036,9777
7,22.047256086052368,9777
7,18.324833492363364,9777
7,19.849011621485154,9777
7,18.324833492363364,9777
7,25.920516955488523,9777
7,24.00085972860112,9777
7,25.793436703137196,9777
7,18.324833492363364,9777
7,26.33699200468432,9777
7,17.39798286122298,9777
7,24.296878143914647,9777
7,22.95878322982639,9777
7,24.383340794189692,9777
7,19.644394578782915,9777
7,18.308793364350787,9777
7,19.849011621485154,9777
7,25.678333451532858,9777
7,21.60108788511308,9777
7,19.849011621485154,9777
7,19.421155597489335,9777
7,17.61761025282649,9777
7,22.800902044071982,9777
7,22.01786519412149,9777
7,19.644394578782915,9777
7,19.849011621485154,9777
7,20.265486670680954,9777
7,18.324833492363364,9777
7,19.849011621485154,9777
7,19.849011621485154,9777
7,20.63959169503957,9777
7,19.644394578782915,9777
7,19.644394578782915,9777
7,19.644394578782915,9777
7,20.630575006699182,9777
7,23.08745873470479,9777
7,27.512398927319737,9777
7,18.673604698849736,9777
7,30.865142121590356,9777
7,19.62875007012157,9777
7,20.86249314736739,9777
7,23.987909264369957,9777
7,19.849011621485154,9777
7,17.61761025282649,9777
7,23.216778999225703,9777
7,23.07551403998682,9777
7,18.308793364350787,9777
7,21.80570492781532,9777
7,20.63959169503957,9777
7,26.176797712887605,9777
7,17.61761025282649,9777
7,19.849011621485154,9777
7,22.90035776510326,9777
7,20.213822955984106,9777
7,19.849011621485154,9777
7,19.849011621485154,9777
7,26.967570252568542,9777
7,18.308793364350787,9777
7,20.41996430343606,9777
7,19.849011621485154,9777
7,17.61761025282649,9777
7,24.296878143914647,9777
7,22.928073996145734,9777
7,18.324833492363364,9777
7,25.528127521504324,9777
7,19.644394578782915,9777
7,25.14767167834404,9777
7,18.308793364350787,9777
7,23.36681717247192,9777
7,20.597078774898556,9777
7,28.85199203270863,9777
7,16.023646481265327,9777
7,19.421155597489335,9777
7,19.307447496084556,9777
7,19.849011621485154,9777
7,18.308793364350787,9777
7,18.324833492363364,9777
7,27.447306075129283,9777
7,19.849011621485154,9777
7,19.849011621485154,9777
7,19.303990480607446,9777
7,18.308793364350787,9777
7,18.308793364350787,9777
7,20.237759039341874,9777
7,32.15050542453366,9777
7,18.308793364350787,9777
8,17.61761025282649,9861
8,18.308793364350787,9861
8,17.61761025282649,9861
8,17.39798286122298,9861
8,42.02156445922992,9861
8,19.644394578782915,9861
8,17.61761025282649,9861
8,18.324833492363364,9861
8,18.308793364350787,9861
8,19.644394578782915,9861
8,22.164509607817457,9861
8,19.231742491238116,9861
8,16.023646481265327,9861
8,17.61761025282649,9861
8,17.28993716625565,9861
8,17.042502679360464,9861
8,19.849011621485154,9861
8,19.644394578782915,9861
8,18.308793364350787,9861
8,19.849011621485154,9861
8,16.023646481265327,9861
8,19.421155597489335,9861
8,17.61761025282649,9861
8,20.597078774898556,9861
8,23.216778999225703,9861
8,17.61761025282649,9861
8,20.865519090726842,9861
8,17.61761025282649,9861
8,19.307447496084556,9861
8,19.644394578782915,9861
8,18.324833492363364,9861
8,17.61761025282649,9861
8,19.644394578782915,9861
8,18.308793364350787,9861
8,18.308793364350787,9861
8,17.61761025282649,9861
8,17.61761025282649,9861
8,18.089165972747278,9861
8,18.308793364350787,9861
8,17.61761025282649,9861
8,18.324833492363364,9861
8,19.307447496084556,9861
8,17.61761025282649,9861
8,19.644394578782915,9861
8,19.644394578782915,9861
8,17.61761025282649,9861
8,17.61761025282649,9861
8,19.849011621485154,9861
8,17.61761025282649,9861
8,17.27966732980722,9861
8,18.308793364350787,9861
8,18.324833492363364,9861
8,17.61761025282649,9861
8,17.61761025282649,9861
8,19.644394578782915,9861
8,19.644394578782915,9861
8,18.324833492363364,9861
8,17.61761025282649,9861
8,19.849011621485154,9861
8,14.499468352143534,9861
8,18.308793364350787,9861
8,18.324833492363364,9861
8,19.849011621485154,9861
8,18.10417632164855,9861
8,18.308793364350787,9861
8,18.308793364350787,9861
8,19.849011621485154,9861
8,16.784615235228994,9861
8,17.61761025282649,9861
8,17.61761025282649,9861
8,15.923840512383286,9861
8,26.385812580568622,9861
8,17.61761025282649,9861
8,18.308793364350787,9861
8,15.048265961148555,9861
8,19.849011621485154,9861
8,19.47791179437443,9861
8,22.19809436179952,9861
8,18.308793364350787,9861
8,19.644394578782915,9861
8,20.86249314736739,9861
8,18.324833492363364,9861
8,20.63959169503957,9861
8,21.58607753621181,9861
8,18.308793364350787,9861
8,18.308793364350787,9861
8,20.63959169503957,9861
8,17.39798286122298,9861
8,18.308793364350787,9861
8,18.324833492363364,9861
8,17.61761025282649,9861
8,17.61761025282649,9861
8,21.23295615559853,9861
8,18.78527821678936,9861
8,19.849011621485154,9861
8,18.10417632164855,9861
8,19.849011621485154,9861
8,18.324833492363364,9861
8,18.308793364350787,9861
8,17.61761025282649,9861
9,19.849011621485154,9957
9,15.058535797596985,9957
9,17.27966732980722,9957
9,15.048265961148555,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,14.499468352143534,9957
9,17.042502679360464,9957
9,19.644394578782915,9957
9,17.280663170128133,9957
9,17.39798286122298,9957
9,17.39798286122298,9957
9,15.749718909121281,9957
9,19.849011621485154,9957
9,18.308793364350787,9957
9,17.61761025282649,9957
9,28.715590081615208,9957
9,17.39798286122298,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,19.849011621485154,9957
9,13.792245112606661,9957
9,16.023646481265327,9957
9,14.499468352143534,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,18.308793364350787,9957
9,18.089165972747278,9957
9,17.61761025282649,9957
9,18.089165972747278,9957
9,17.27966732980722,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,19.307447496084556,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,17.39798286122298,9957
9,18.324833492363364,9957
9,19.307447496084556,9957
9,17.05854280737304,9957
9,15.765759037133858,9957
9,18.308793364350787,9957
9,17.259441726815414,9957
9,14.499468352143534,9957
9,16.023646481265327,9957
9,18.308793364350787,9957
9,18.324833492363364,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,18.308793364350787,9957
9,19.644394578782915,9957
9,18.308793364350787,9957
9,14.499468352143534,9957
9,18.324833492363364,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,18.324833492363364,9957
9,17.61761025282649,9957
9,18.308793364350787,9957
9,17.27966732980722,9957
9,17.61761025282649,9957
9,18.308793364350787,9957
9,17.61761025282649,9957
9,16.564987843625484,9957
9,17.61761025282649,9957
9,18.308793364350787,9957
9,17.61761025282649,9957
9,15.058535797596985,9957
9,17.05854280737304,9957
9,18.308793364350787,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,18.308793364350787,9957
9,19.849011621485154,9957
9,10.574297243041663,9957
9,17.61761025282649,9957
9,16.023646481265327,9957
9,17.61761025282649,9957
9,14.499468352143534,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,14.499468352143534,9957
9,14.499468352143534,9957
9,18.308793364350787,9957
9,18.308793364350787,9957
9,17.39798286122298,9957
9,17.61761025282649,9957
9,17.61761025282649,9957
9,14.499468352143534,9957
9,22.758389123930968,9957
9,13.644499345684888,9957
9,27.97747580715323,9957
9,17.28993716625565,9957
9,17.61761025282649,9957
9,17.48477019577911,9957
9,17.27966732980722,9957
9,18.324833492363364,9957
10,13.792245112606661,10045
10,18.105206100759855,10045
10,14.499468352143534,10045
10,17.61761025282649,10045
10,17.48477019577911,10045
10,17.27966732980722,10045
10,12.959250095009164,10045
10,12.114515500176033,10045
10,14.499468352143534,10045
10,18.582720936494834,10045
10,11.40729226063916,10045
10,16.564987843625484,10045
10,12.959250095009164,10045
10,19.849011621485154,10045
10,10.574297243041663,10045
10,17.61761025282649,10045
10,14.499468352143534,10045
10,17.61761025282649,10045
10,14.499468352143534,10045
10,14.499468352143534,10045
10,17.39798286122298,10045
10,14.499468352143534,10045
10,11.40729226063916,10045
10,15.939656048450423,10045
10,18.324833492363364,10045
10,13.792245112606661,10045
10,17.61761025282649,10045
10,17.61761025282649,10045
10,15.058535797596985,10045
10,17.61761025282649,10045
10,15.058535797596985,10045
10,18.245773853796475,10045
10,15.058535797596985,10045
10,24.63294626387442,10045
10,17.61761025282649,10045
10,10.574297243041663,10045
10,15.058535797596985,10045
10,17.61761025282649,10045
10,17.61761025282649,10045
10,17.39798286122298,10045
10,13.644499345684888,10045
10,14.499468352143534,10045
10,16.023646481265327,10045
10,17.28993716625565,10045
10,17.61761025282649,10045
10,22.67834737000225,10045
10,17.042502679360464,10045
10,10.574297243041663,10045
10,15.51832455023867,10045
10,12.673582945629484,10045
10,19.629384229881644,10045
10,12.268066983484868,10045
10,17.61761025282649,10045
10,17.27966732980722,10045
10,17.61761025282649,10045
10,14.499468352143534,10045
10,14.499468352143534,10045
10,14.499468352143534,10045
10,14.499468352143534,10045
10,14.499468352143534,10045
10,16.784615235228994,10045
10,11.40729226063916,10045
10,17.259441726815414,10045
10,17.39798286122298,10045
10,10.574297243041663,10045
10,16.907675706356766,10045
10,14.499468352143534,10045
10,17.28993716625565,10045
10,15.23265740085899,10045
10,12.959250095009164,10045
10,16.023646481265327,10045
10,15.755489200685428,10045
10,10.574297243041663,10045
10,15.765759037133858,10045
10,16.023646481265327,10045
10,13.792245112606661,10045
10,15.058535797596985,10045
10,17.61761025282649,10045
10,17.61761025282649,10045
10,17.280663170128133,10045
10,14.499468352143534,10045
10,17.61761025282649,10045
10,11.830318091583557,10045
10,16.023646481265327,10045
10,15.23265740085899,10045
10,12.959250095009164,10045
10,17.61761025282649,10045
10,17.61761025282649,10045
10,13.792245112606661,10045
10,37.514383471084045,10045
10,13.792245112606661,10045
10,14.499468352143534,10045
10,17.61761025282649,10045
10,17.61761025282649,10045
10,17.28993716625565,10045
10,14.827141438714374,10045
10,14.180034991657983,10045
10,13.792245112606661,10045
10,17.39798286122298,10045
10,15.048265961148555,10045
11,12.114515500176033,10135
11,12.959250095009164,10135
11,14.499468352143534,10135
11,14.499468352143534,10135
11,10.574297243041663,10135
11,9.433059581368314,10135
11,10.574297243041663,10135
11,14.827141438714374,10135
11,12.959250095009164,10135
11,10.574297243041663,10135
11,10.574297243041663,10135
11,12.959250095009164,10135
11,12.268066983484868,10135
11,10.574297243041663,10135
11,14.499468352143534,10135
11,14.499468352143534,10135
11,12.268066983484868,10135
11,16.023646481265327,10135
11,12.114515500176033,10135
11,13.792245112606661,10135
11,13.13337169827117,10135
11,13.792245112606661,10135
11,12.959250095009164,10135
11,10.574297243041663,10135
11,12.114515500176033,10135
11,14.499468352143534,10135
11,12.114515500176033,10135
11,12.959250095009164,10135
11,11.40729226063916,10135
11,10.574297243041663,10135
11,13.792245112606661,10135
11,10.574297243041663,10135
11,11.40729226063916,10135
11,13.792245112606661,10135
11,12.959250095009164,10135
11,12.114515500176033,10135
11,12.114515500176033,10135
11,12.959250095009164,10135
11,12.114515500176033,10135
11,12.959250095009164,10135
11,16.564987843625484,10135
11,10.574297243041663,10135
11,12.268066983484868,10135
11,32.453655302129945,10135
11,14.499468352143534,10135
11,11.40729226063916,10135
11,13.792245112606661,10135
11,12.673582945629484,10135
11,12.959250095009164,10135
11,15.23265740085899,10135
11,17.28993716625565,10135
11,12.268066983484868,10135
11,17.61761025282649,10135
11,12.114515500176033,10135
11,10.574297243041663,10135
11,12.959250095009164,10135
11,10.574297243041663,10135
11,13.644499345684888,10135
11,12.959250095009164,10135
11,12.673582945629484,10135
11,10.574297243041663,10135
11,9.834477704834562,10135
11,10.574297243041663,10135
11,14.499468352143534,10135
11,17.61761025282649,10135
11,12.114515500176033,10135
11,17.61761025282649,10135
11,16.447668152530635,10135
11,13.792245112606661,10135
11,13.638693629297826,10135
11,10.574297243041663,10135
11,14.499468352143534,10135
11,12.114515500176033,10135
11,13.792245112606661,10135
11,10.574297243041663,10135
